GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Thu Jul 27 11:16:02 2017
Sequence file name: seq.fna
Model file name: /home/genemark/bin/gmsuite/heu_11.mod
RBS: false

Model information: Heuristic_model_for_genetic_code_11_and_GC_51

FASTA definition line: Chromosome dna:chromosome chromosome:ASM80076v1:Chromosome:1:4558660:1 REF
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 3196        +     3406968     3407378          411        1
 3197        -     3407375     3407593          219        1
 3198        -     3407649     3408074          426        1
 3199        -     3408085     3408453          369        1
 3200        -     3408560     3408886          327        1
 3201        -     3408984     3409973          990        1
 3202        -     3409999     3410619          621        1
 3203        -     3410653     3411042          390        1
 3204        -     3411059     3411415          357        1
 3205        -     3411710     3413041         1332        1
 3206        -     3413049     3413483          435        1
 3207        -     3413487     3413666          180        1
 3208        -     3413670     3414173          504        1
 3209        -     3414188     3414541          354        1
 3210        -     3414551     3415084          534        1
 3211        -     3415097     3415489          393        1
 3212        -     3415523     3415828          306        1
 3213        -     3415843     3416382          540        1
 3214        -     3416397     3416711          315        1
 3215        -     3416722     3417093          372        1
 3216        -     3417258     3417512          255        1
 3217        -     3417512     3417703          192        1
 3218        -     3417703     3418113          411        1
 3219        -     3418126     3418827          702        1
 3220        -     3418845     3419177          333        1
 3221        -     3419192     3419470          279        1
 3222        -     3419487     3420308          822        1
 3223        -     3420326     3420628          303        1
 3224        -     3420625     3421230          606        1
 3225        -     3421241     3421870          630        1
 3226        -     3421903     3422214          312        1
 3227        -     3422452     3422871          420        1
 3228        -     3422873     3424342         1470        1
 3229        +     3424522     3425337          816        1
 3230        +     3425321     3427273         1953        1
 3231        +     3427283     3428764         1482        1
 3232        +     3428761     3429957         1197        1
 3233        +     3429967     3430404          438        1
 3234        +     3430412     3430921          510        1
 3235        +     3430918     3431295          378        1
 3236        +     3431288     3431875          588        1
 3237        +     3431868     3432851          984        1
 3238        +     3432926     3434029         1104        1
 3239        +     3434002     3434487          486        1
 3240        +     3434487     3435164          678        1
 3241        -     3435193     3435669          477        1
 3242        -     3435741     3435935          195        1
 3243        -     3436104     3438797         2694        1
 3244        -     3439089     3440318         1230        1
 3245        -     3440344     3442458         2115        1
 3246        -     3442486     3443025          540        1
 3247        +     3443038     3443499          462        1
 3248        -     3443622     3443909          288        1
 3249        -     3443917     3444276          360        1
 3250        -     3444276     3444662          387        1
 3251        -     3444662     3445384          723        1
 3252        -     3445551     3446363          813        1
 3253        +     3446584     3446802          219        1
 3254        -     3446796     3446930          135        1
 3255        +     3446929     3447453          525        1
 3256        -     3447536     3447736          201        1
 3257        -     3447746     3449551         1806        1
 3258        -     3449551     3450105          555        1
 3259        +     3450233     3452146         1914        1
 3260        +     3452146     3453168         1023        1
 3261        +     3453162     3453380          219        1
 3262        +     3453434     3454303          870        1
 3263        -     3454358     3454762          405        1
 3264        +     3455064     3455696          633        1
 3265        +     3455747     3457837         2091        1
 3266        -     3457904     3459124         1221        1
 3267        -     3459210     3459773          564        1
 3268        -     3459805     3460407          603        1
 3269        -     3460397     3460564          168        1
 3270        -     3460669     3461241          573        1
 3271        +     3461512     3462693         1182        1
 3272        -     3462826     3463233          408        1
 3273        +     3463225     3465498         2274        1
 3274        +     3465495     3465821          327        1
 3275        +     3465947     3466753          807        1
 3276        +     3466772     3468145         1374        1
 3277        +     3468803     3470191         1389        1
 3278        +     3470191     3471234         1044        1
 3279        +     3471284     3472114          831        1
 3280        +     3472111     3472896          786        1
 3281        +     3472996     3473727          732        1
 3282        -     3473879     3474964         1086        1
 3283        -     3474976     3476280         1305        1
 3284        -     3476292     3476645          354        1
 3285        -     3476656     3477534          879        1
 3286        -     3477531     3478757         1227        1
 3287        -     3478757     3479920         1164        1
 3288        -     3480004     3480366          363        1
 3289        -     3480383     3481288          906        1
 3290        -     3481578     3482582         1005        1
 3291        -     3482575     3483333          759        1
 3292        -     3483326     3484003          678        1
 3293        +     3484354     3485115          762        1
 3294        +     3485208     3485600          393        1
 3295        -     3485698     3486984         1287        1
 3296        -     3487076     3488164         1089        1
 3297        -     3488221     3488898          678        1
 3298        -     3489143     3490303         1161        1
 3299        -     3490293     3490697          405        1
 3300        -     3490687     3491127          441        1
 3301        -     3491111     3491650          540        1
 3302        -     3491650     3492456          807        1
 3303        +     3492525     3495101         2577        1
 3304        -     3495267     3495827          561        1
 3305        +     3496147     3498282         2136        1
 3306        +     3498347     3499015          669        1
 3307        +     3499026     3499427          402        1
 3308        +     3499446     3500330          885        1
 3309        -     3500393     3502117         1725        1
 3310        +     3502363     3502494          132        1
 3311        +     3502496     3504118         1623        1
 3312        -     3504194     3505546         1353        1
 3313        -     3505543     3506262          720        1
 3314        +     3506454     3506966          513        1
 3315        +     3507063     3509384         2322        1
 3316        +     3510085     3512406         2322        1
 3317        +     3512406     3512642          237        1
 3318        +     3512845     3513723          879        1
 3319        -     3513752     3514522          771        1
 3320        -     3514983     3515126          144        1
 3321        +     3515302     3515877          576        1
 3322        +     3516237     3517553         1317        1
 3323        -     3517664     3519748         2085        1
 3324        -     3519758     3522151         2394        1
 3325        +     3522763     3525468         2706        1
 3326        -     3525511     3526530         1020        1
 3327        -     3526531     3527757         1227        1
 3328        +     3527946     3529544         1599        1
 3329        -     3529526     3530284          759        1
 3330        -     3530301     3531131          831        1
 3331        -     3531176     3531502          327        1
 3332        +     3531692     3533197         1506        1
 3333        -     3533403     3533696          294        1
 3334        -     3533813     3536260         2448        1
 3335        -     3536279     3537712         1434        1
 3336        -     3537712     3539028         1317        1
 3337        -     3539025     3540998         1974        1
 3338        -     3540995     3543181         2187        1
 3339        -     3543454     3544557         1104        1
 3340        +     3544750     3545343          594        1
 3341        -     3545400     3546677         1278        1
 3342        -     3546744     3547232          489        1
 3343        -     3547410     3548405          996        1
 3344        -     3548629     3549324          696        1
 3345        -     3549447     3550484         1038        1
 3346        +     3550739     3551305          567        1
 3347        +     3551542     3552720         1179        1
 3348        +     3552717     3553133          417        1
 3349        +     3553356     3553859          504        1
 3350        +     3554438     3554722          285        1
 3351        -     3554760     3556502         1743        1
 3352        +     3556622     3557062          441        1
 3353        -     3557049     3557792          744        1
 3354        -     3557789     3558859         1071        1
 3355        -     3558861     3559706          846        1
 3356        -     3559703     3560572          870        1
 3357        -     3560688     3562004         1317        1
 3358        -     3562403     3563116          714        1
 3359        -     3563118     3563885          768        1
 3360        -     3563882     3565159         1278        1
 3361        -     3565156     3566082          927        1
 3362        -     3566130     3567239         1110        1
 3363        +     3567663     3568046          384        1
 3364        -     3568234     3569352         1119        1
 3365        -     3569608     3570462          855        1
 3366        -     3570707     3571780         1074        1
 3367        -     3571758     3572426          669        1
 3368        -     3572429     3573922         1494        1
 3369        +     3574072     3574668          597        1
 3370        +     3574658     3574927          270        1
 3371        -     3574930     3575289          360        1
 3372        +     3575430     3576056          627        1
 3373        +     3576130     3578328         2199        1
 3374        +     3578391     3578693          303        1
 3375        +     3578896     3579561          666        1
 3376        +     3579592     3580191          600        1
 3377        -     3580195     3581445         1251        1
 3378        +     3581463     3582593         1131        1
 3379        +     3582648     3583235          588        1
 3380        +     3583346     3584920         1575        1
 3381        +     3584920     3585864          945        1
 3382        +     3585861     3586694          834        1
 3383        +     3586694     3587458          765        1
 3384        +     3587455     3588261          807        1
 3385        +     3588267     3588668          402        1
 3386        +     3588871     3593106         4236        1
 3387        +     3593093     3593461          369        1
 3388        +     3593551     3593811          261        1
 3389        +     3594057     3595193         1137        1
 3390        -     3595358     3596485         1128        1
 3391        -     3596482     3599217         2736        1
 3392        -     3599214     3600281         1068        1
 3393        -     3600647     3602269         1623        1
 3394        -     3602531     3602902          372        1
 3395        -     3602899     3604137         1239        1
 3396        +     3604478     3605572         1095        1
 3397        -     3605887     3607089         1203        1
 3398        +     3607321     3608820         1500        1
 3399        +     3608893     3609246          354        1
 3400        +     3609790     3610224          435        1
 3401        +     3610559     3612010         1452        1
 3402        -     3612059     3612811          753        1
 3403        -     3612819     3614861         2043        1
 3404        +     3615064     3615906          843        1
 3405        +     3615978     3617330         1353        1
 3406        -     3617384     3617533          150        1
 3407        +     3618207     3618560          354        1
 3408        +     3618614     3619903         1290        1
 3409        +     3619916     3620341          426        1
 3410        +     3620970     3621752          783        1
 3411        -     3621861     3622877         1017        1
 3412        +     3622895     3623392          498        1
 3413        +     3623607     3624206          600        1
 3414        +     3624362     3624892          531        1
 3415        -     3624934     3625581          648        1
 3416        -     3625645     3625983          339        1
 3417        -     3626087     3626419          333        1
 3418        +     3626674     3627246          573        1
 3419        +     3627967     3628572          606        1
 3420        -     3628573     3628851          279        1
 3421        +     3628911     3630068         1158        1
 3422        +     3630093     3633206         3114        1
 3423        -     3633569     3634297          729        1
 3424        -     3634665     3635429          765        1
 3425        -     3635859     3637259         1401        1
 3426        -     3637470     3638867         1398        1
 3427        +     3639271     3640920         1650        1
 3428        -     3640971     3641573          603        1
 3429        +     3642021     3642992          972        1
 3430        +     3643041     3644054         1014        1
 3431        +     3644465     3645787         1323        1
 3432        -     3645969     3648044         2076        1
 3433        -     3648099     3648866          768        1
 3434        +     3649014     3650027         1014        1
 3435        -     3650123     3651619         1497        1
 3436        -     3651840     3653126         1287        1
 3437        -     3653309     3655264         1956        1
 3438        -     3655379     3658852         3474        1
 3439        -     3658834     3659940         1107        1
 3440        -     3659947     3662286         2340        1
 3441        -     3662297     3664915         2619        1
 3442        -     3664912     3665583          672        1
 3443        -     3665676     3665864          189        1
 3444        -     3666255     3667235          981        1
 3445        +     3667234     3668907         1674        1
 3446        +     3668904     3669095          192        1
 3447        +     3669092     3670771         1680        1
 3448        -     3670858     3670965          108        1
 3449        +     3671441     3672712         1272        1
 3450        -     3672742     3673746         1005        1
 3451        -     3673743     3674726          984        1
 3452        -     3674737     3675639          903        1
 3453        -     3675649     3676668         1020        1
 3454        -     3676976     3678583         1608        1
 3455        -     3679662     3681353         1692        1
 3456        -     3681677     3682885         1209        1
 3457        -     3683114     3683812          699        1
 3458        +     3683862     3684533          672        1
 3459        +     3684530     3684970          441        1
 3460        -     3684939     3687218         2280        1
 3461        +     3687425     3688084          660        1
 3462        +     3688176     3689162          987        1
 3463        -     3689212     3689868          657        1
 3464        +     3690356     3690646          291        1
 3465        +     3690927     3691139          213        1
 3466        +     3691558     3692079          522        1
 3467        +     3692076     3692927          852        1
 3468        -     3693206     3695275         2070        1
 3469        -     3695285     3696196          912        1
 3470        -     3696291     3696590          300        1
 3471        +     3696765     3697760          996        1
 3472        -     3697802     3698239          438        1
 3473        -     3698285     3698638          354        1
 3474        -     3698795     3700249         1455        1
 3475        -     3700321     3701655         1335        1
 3476        +     3702009     3702311          303        1
 3477        -     3702322     3702825          504        1
 3478        +     3703128     3703778          651        1
 3479        +     3703856     3705397         1542        1
 3480        +     3705375     3706556         1182        1
 3481        +     3706634     3707812         1179        1
 3482        -     3708008     3708832          825        1
 3483        +     3709152     3711182         2031        1
 3484        +     3711255     3712613         1359        1
 3485        -     3713339     3714187          849        1
 3486        +     3714388     3715386          999        1
 3487        +     3715398     3715865          468        1
 3488        +     3715983     3716456          474        1
 3489        +     3716459     3717736         1278        1
 3490        +     3717749     3718735          987        1
 3491        +     3718739     3720235         1497        1
 3492        +     3720232     3720894          663        1
 3493        +     3720887     3721747          861        1
 3494        +     3721741     3722436          696        1
 3495        -     3722603     3722743          141        1
 3496        -     3722783     3723523          741        1
 3497        +     3723647     3724621          975        1
 3498        -     3724618     3725754         1137        1
 3499        -     3725760     3726113          354        1
 3500        +     3726197     3726409          213        1
 3501        -     3726628     3728166         1539        1
 3502        -     3728331     3729482         1152        1
 3503        -     3729672     3731516         1845        1
 3504        -     3731513     3732778         1266        1
 3505        -     3733002     3733610          609        1
 3506        +     3733838     3737971         4134        1
 3507        +     3737992     3738834          843        1
 3508        +     3738882     3739577          696        1
 3509        +     3739832     3740293          462        1
 3510        +     3741000     3741335          336        1
 3511        -     3741898     3743034         1137        1
 3512        -     3743037     3743399          363        1
 3513        +     3743936     3744877          942        1
 3514        +     3744849     3745847          999        1
 3515        +     3746062     3747225         1164        1
 3516        +     3747225     3747812          588        1
 3517        -     3747824     3748033          210        1
 3518        +     3748318     3748680          363        1
 3519        +     3749052     3750707         1656        1
 3520        +     3750707     3751483          777        1
 3521        +     3751480     3752670         1191        1
 3522        -     3752871     3753221          351        1
 3523        -     3753394     3754215          822        1
 3524        -     3754295     3755314         1020        1
 3525        -     3755314     3755781          468        1
 3526        -     3755844     3756095          252        1
 3527        -     3756237     3756668          432        1
 3528        +     3756769     3758457         1689        1
 3529        +     3758467     3759750         1284        1
 3530        +     3759754     3760713          960        1
 3531        -     3760700     3761734         1035        1
 3532        -     3761973     3762998         1026        1
 3533        -     3763008     3764204         1197        1
 3534        -     3764479     3765351          873        1
 3535        +     3765640     3766572          933        1
 3536        +     3766582     3767628         1047        1
 3537        +     3767632     3768591          960        1
 3538        +     3768655     3769860         1206        1
 3539        -     3769892     3770965         1074        1
 3540        -     3770998     3771849          852        1
 3541        -     3771920     3772618          699        1
 3542        -     3772636     3773652         1017        1
 3543        -     3773692     3774711         1020        1
 3544        -     3774711     3775790         1080        1
 3545        -     3775834     3776769          936        1
 3546        -     3776806     3777603          798        1
 3547        -     3777596     3778720         1125        1
 3548        -     3778717     3779787         1071        1
 3549        -     3779896     3780054          159        1
 3550        +     3780193     3781470         1278        1
 3551        +     3781478     3781957          480        1
 3552        -     3781996     3782805          810        1
 3553        -     3782903     3783070          168        1
 3554        -     3783544     3784218          675        1
 3555        +     3784384     3785604         1221        1
 3556        +     3785582     3786040          459        1
 3557        +     3786147     3786743          597        1
 3558        -     3786780     3787436          657        1
 3559        -     3787487     3788203          717        1
 3560        +     3788330     3789193          864        1
 3561        +     3789402     3790238          837        1
 3562        +     3790480     3791145          666        1
 3563        -     3791142     3792827         1686        1
 3564        +     3793082     3793705          624        1
 3565        +     3793760     3794035          276        1
 3566        +     3794054     3796162         2109        1
 3567        +     3796202     3796858          657        1
 3568        +     3796864     3798945         2082        1
 3569        -     3799114     3800319         1206        1
 3570        +     3800599     3801990         1392        1
 3571        +     3802111     3803820         1710        1
 3572        -     3803873     3806191         2319        1
 3573        -     3806201     3807640         1440        1
 3574        +     3808607     3809791         1185        1
 3575        +     3809902     3810825          924        1
 3576        -     3810829     3811647          819        1
 3577        +     3811869     3812162          294        1
 3578        -     3812203     3813258         1056        1
 3579        +     3813239     3813583          345        1
 3580        -     3813604     3814083          480        1
 3581        -     3814109     3815455         1347        1
 3582        +     3815618     3817384         1767        1
 3583        -     3817430     3818821         1392        1
 3584        -     3818959     3820281         1323        1
 3585        -     3820288     3821790         1503        1
 3586        -     3821790     3822380          591        1
 3587        -     3822456     3822746          291        1
 3588        -     3822750     3824438         1689        1
 3589        +     3824629     3824919          291        1
 3590        +     3825207     3825296           90        1
 3591        +     3825576     3826760         1185        1
 3592        -     3826768     3827265          498        1
 3593        -     3827262     3827624          363        1
 3594        -     3827614     3827961          348        1
 3595        +     3828069     3828518          450        1
 3596        -     3828565     3830058         1494        1
 3597        -     3830055     3831770         1716        1
 3598        +     3831937     3832830          894        1
 3599        -     3832827     3833003          177        1
 3600        -     3833003     3833641          639        1
 3601        -     3833641     3834126          486        1
 3602        -     3834151     3835518         1368        1
 3603        +     3835553     3836269          717        1
 3604        -     3836266     3837951         1686        1
 3605        +     3837969     3838076          108        1
 3606        -     3838123     3838557          435        1
 3607        -     3838663     3839076          414        1
 3608        +     3839382     3839714          333        1
 3609        -     3839716     3840966         1251        1
 3610        +     3841013     3842095         1083        1
 3611        -     3842092     3843429         1338        1
 3612        -     3843504     3844652         1149        1
 3613        -     3844649     3845266          618        1
 3614        -     3845250     3846128          879        1
 3615        -     3846125     3846814          690        1
 3616        +     3846975     3847748          774        1
 3617        -     3847794     3848606          813        1
 3618        -     3848721     3849119          399        1
 3619        -     3849359     3851773         2415        1
 3620        -     3851802     3852875         1074        1
 3621        -     3852875     3853975         1101        1
 3622        -     3853980     3855395         1416        1
 3623        -     3856183     3856380          198        1
 3624        +     3856730     3858376         1647        1
 3625        +     3858482     3859846         1365        1
 3626        +     3860369     3861799         1431        1
 3627        +     3861890     3863137         1248        1
 3628        +     3863269     3864444         1176        1
 3629        +     3864419     3865378          960        1
 3630        +     3865523     3866284          762        1
 3631        +     3866306     3866872          567        1
 3632        -     3866926     3868263         1338        1
 3633        +     3868428     3869093          666        1
 3634        +     3869160     3869627          468        1
 3635        +     3869676     3870263          588        1
 3636        -     3870325     3871047          723        1
 3637        -     3871062     3872258         1197        1
 3638        -     3872258     3873874         1617        1
 3639        -     3873943     3875355         1413        1
 3640        -     3875374     3877251         1878        1
 3641        -     3877385     3878221          837        1
 3642        -     3878507     3879232          726        1
 3643        -     3879247     3880020          774        1
 3644        -     3880203     3881093          891        1
 3645        -     3881093     3882052          960        1
 3646        -     3882139     3883179         1041        1
 3647        -     3883493     3885322         1830        1
 3648        -     3885484     3886854         1371        1
 3649        -     3887207     3887626          420        1
 3650        -     3887647     3889029         1383        1
 3651        -     3889056     3889919          864        1
 3652        -     3889970     3891511         1542        1
 3653        -     3891524     3892057          534        1
 3654        -     3892072     3892542          471        1
 3655        -     3892604     3892843          240        1
 3656        -     3892890     3893705          816        1
 3657        -     3893714     3894094          381        1
 3658        -     3894711     3895334          624        1
 3659        -     3895398     3897287         1890        1
 3660        -     3897666     3898109          444        1
 3661        -     3898199     3898657          459        1
 3662        +     3898809     3899801          993        1
 3663        -     3899806     3901257         1452        1
 3664        -     3901251     3902747         1497        1
 3665        +     3902970     3904838         1869        1
 3666        +     3904993     3905424          432        1
 3667        +     3905432     3906937         1506        1
 3668        +     3906942     3907907          966        1
 3669        +     3907932     3908822          891        1
 3670        +     3908933     3909877          945        1
 3671        +     3909890     3910873          984        1
 3672        -     3910839     3912266         1428        1
 3673        -     3912289     3912981          693        1
 3674        -     3918782     3919621          840        1
 3675        +     3919740     3920078          339        1
 3676        -     3920103     3921653         1551        1
 3677        +     3922214     3923197          984        1
 3678        +     3923349     3923858          510        1
 3679        +     3923855     3924118          264        1
 3680        +     3924138     3925067          930        1
 3681        +     3925174     3926982         1809        1
 3682        +     3926985     3928529         1545        1
 3683        -     3928581     3929474          894        1
 3684        +     3929624     3931099         1476        1
 3685        -     3931186     3931467          282        1
 3686        -     3931666     3931887          222        1
 3687        +     3932331     3934352         2022        1
 3688        -     3934399     3935892         1494        1
 3689        -     3936019     3937284         1266        1
 3690        +     3937361     3937744          384        1
 3691        +     3938071     3939330         1260        1
 3692        +     3939340     3939558          219        1
 3693        +     3939570     3940673         1104        1
 3694        +     3940697     3941731         1035        1
 3695        +     3941745     3942917         1173        1
 3696        +     3942914     3944176         1263        1
 3697        +     3944176     3945243         1068        1
 3698        +     3945262     3946143          882        1
 3699        +     3946121     3946795          675        1
 3700        +     3946800     3947930         1131        1
 3701        +     3947932     3949182         1251        1
 3702        +     3949179     3950258         1080        1
 3703        +     3950255     3951607         1353        1
 3704        +     3951610     3952350          741        1
 3705        +     3952541     3953926         1386        1
 3706        -     3954513     3954743          231        1
 3707        +     3954744     3955847         1104        1
 3708        -     3956006     3957661         1656        1
 3709        -     3958340     3959536         1197        1
 3710        -     3959539     3960720         1182        1
 3711        -     3960742     3961482          741        1
 3712        -     3961479     3962441          963        1
 3713        +     3962807     3965353         2547        1
 3714        -     3965393     3965713          321        1
 3715        +     3966176     3966379          204        1
 3716        +     3966413     3967240          828        1
 3717        +     3967237     3967944          708        1
 3718        +     3967941     3968837          897        1
 3719        +     3968837     3969553          717        1
 3720        +     3969637     3971799         2163        1
 3721        -     3971946     3972710          765        1
 3722        -     3972931     3973065          135        1
 3723        +     3973080     3974030          951        1
 3724        -     3974073     3974453          381        1
 3725        -     3974467     3974883          417        1
 3726        -     3974942     3975832          891        1
 3727        -     3975884     3976369          486        1
 3728        +     3976516     3977385          870        1
 3729        +     3977512     3979347         1836        1
 3730        +     3979411     3980031          621        1
 3731        -     3980093     3980713          621        1
 3732        +     3980824     3981846         1023        1
 3733        +     3981854     3982654          801        1
 3734        -     3982736     3983239          504        1
 3735        -     3983517     3984470          954        1
 3736        +     3984707     3986968         2262        1
 3737        -     3987008     3987877          870        1
 3738        +     3988085     3988846          762        1
 3739        +     3989002     3990414         1413        1
 3740        +     3990509     3991264          756        1
 3741        +     3991278     3991883          606        1
 3742        +     3991880     3993520         1641        1
 3743        +     3993599     3993868          270        1
 3744        +     3993872     3994387          516        1
 3745        +     3994390     3995166          777        1
 3746        +     3995196     3995990          795        1
 3747        -     3995987     3996475          489        1
 3748        +     3996642     3998135         1494        1
 3749        +     3998181     3998882          702        1
 3750        -     3999263     4000426         1164        1
 3751        -     4000436     4002751         2316        1
 3752        +     4002815     4004146         1332        1
 3753        +     4004146     4004760          615        1
 3754        +     4004799     4006250         1452        1
 3755        +     4006262     4006807          546        1
 3756        -     4012560     4013072          513        1
 3757        -     4013069     4013644          576        1
 3758        +     4013723     4013992          270        1
 3759        +     4014069     4015055          987        1
 3760        +     4015072     4015698          627        1
 3761        +     4015853     4017283         1431        1
 3762        -     4017324     4018070          747        1
 3763        +     4018102     4018320          219        1
 3764        +     4018620     4021406         2787        1
 3765        -     4021787     4022383          597        1
 3766        +     4023038     4023229          192        1
 3767        +     4023226     4023510          285        1
 3768        +     4023699     4025072         1374        1
 3769        -     4025523     4026932         1410        1
 3770        -     4026944     4027993         1050        1
 3771        -     4028279     4029688         1410        1
 3772        +     4030061     4031884         1824        1
 3773        +     4032101     4032811          711        1
 3774        +     4032819     4033799          981        1
 3775        +     4033901     4035166         1266        1
 3776        -     4035257     4035949          693        1
 3777        -     4036017     4037420         1404        1
 3778        -     4037463     4038869         1407        1
 3779        -     4038894     4040930         2037        1
 3780        -     4041129     4042031          903        1
 3781        -     4042169     4043425         1257        1
 3782        -     4043427     4044305          879        1
 3783        -     4044329     4045225          897        1
 3784        +     4045387     4046289          903        1
 3785        +     4046302     4047108          807        1
 3786        +     4047186     4047806          621        1
 3787        +     4047800     4048672          873        1
 3788        +     4048669     4049106          438        1
 3789        +     4049103     4050092          990        1
 3790        +     4050918     4051163          246        1
 3791        +     4051381     4051623          243        1
 3792        -     4051953     4052882          930        1
 3793        -     4052879     4053514          636        1
 3794        -     4053511     4054413          903        1
 3795        -     4054426     4056840         2415        1
 3796        -     4056889     4057476          588        1
 3797        +     4057670     4058503          834        1
 3798        +     4058656     4059711         1056        1
 3799        -     4059761     4061509         1749        1
 3800        -     4061509     4062579         1071        1
 3801        -     4062569     4064020         1452        1
 3802        -     4064031     4064477          447        1
 3803        -     4064778     4065092          315        1
 3804        -     4065102     4065998          897        1
 3805        -     4066377     4067636         1260        1
 3806        -     4067633     4068946         1314        1
 3807        +     4068974     4069150          177        1
 3808        -     4069399     4069743          345        1
 3809        +     4069780     4070226          447        1
 3810        +     4070210     4071148          939        1
 3811        -     4071145     4072179         1035        1
 3812        +     4072458     4073084          627        1
 3813        +     4073338     4074327          990        1
 3814        +     4074446     4075150          705        1
 3815        -     4075256     4076629         1374        1
 3816        -     4076626     4077324          699        1
 3817        +     4077471     4077974          504        1
 3818        +     4078123     4079025          903        1
 3819        +     4079146     4080168         1023        1
 3820        +     4080488     4081477          990        1
 3821        +     4081584     4082339          756        1
 3822        -     4082394     4083143          750        1
 3823        -     4083269     4083868          600        1
 3824        +     4083969     4084409          441        1
 3825        +     4084621     4084920          300        1
 3826        +     4084947     4085375          429        1
 3827        -     4085380     4086126          747        1
 3828        -     4086223     4087233         1011        1
 3829        -     4087368     4088897         1530        1
 3830        -     4088899     4089744          846        1
 3831        +     4090169     4090414          246        1
 3832        -     4090499     4090984          486        1
 3833        -     4091077     4092003          927        1
 3834        -     4092070     4093401         1332        1
 3835        -     4093411     4093905          495        1
 3836        -     4094034     4094888          855        1
 3837        -     4095085     4096110         1026        1
 3838        -     4096266     4098464         2199        1
 3839        +     4098667     4098879          213        1
 3840        -     4098940     4099548          609        1
 3841        -     4099732     4100049          318        1
 3842        +     4100441     4101484         1044        1
 3843        +     4101487     4103919         2433        1
 3844        -     4104058     4104192          135        1
 3845        +     4104268     4105158          891        1
 3846        +     4105487     4107667         2181        1
 3847        +     4107760     4108665          906        1
 3848        -     4108692     4109309          618        1
 3849        -     4109584     4110726         1143        1
 3850        -     4110698     4111360          663        1
 3851        -     4111372     4113873         2502        1
 3852        +     4114182     4115261         1080        1
 3853        +     4115330     4115596          267        1
 3854        +     4115647     4117944         2298        1
 3855        +     4117949     4118788          840        1
 3856        +     4118790     4119131          342        1
 3857        -     4119118     4119969          852        1
 3858        -     4120184     4121917         1734        1
 3859        -     4122099     4124750         2652        1
 3860        -     4124968     4125282          315        1
 3861        -     4125348     4126538         1191        1
 3862        +     4126653     4127657         1005        1
 3863        +     4127632     4128441          810        1
 3864        +     4128502     4129875         1374        1
 3865        +     4130112     4131059          948        1
 3866        -     4131042     4131929          888        1
 3867        +     4132074     4132487          414        1
 3868        +     4132719     4133423          705        1
 3869        +     4133423     4133782          360        1
 3870        -     4133822     4134922         1101        1
 3871        +     4135291     4137135         1845        1
 3872        +     4137149     4137937          789        1
 3873        +     4143621     4144649         1029        1
 3874        +     4144646     4145611          966        1
 3875        -     4145640     4146611          972        1
 3876        +     4147508     4148692         1185        1
 3877        +     4148922     4149305          384        1
 3878        +     4149307     4149852          546        1
 3879        +     4150011     4150439          429        1
 3880        +     4150443     4151147          705        1
 3881        +     4151560     4152057          498        1
 3882        +     4152124     4152489          366        1
 3883        +     4152776     4156837         4062        1
 3884        +     4156914     4161137         4224        1
 3885        +     4161350     4161889          540        1
 3886        -     4162299     4163432         1134        1
 3887        -     4163429     4164199          771        1
 3888        -     4164201     4164401          201        1
 3889        -     4164385     4165140          756        1
 3890        -     4165133     4165768          636        1
 3891        -     4165768     4167663         1896        1
 3892        -     4167896     4168372          477        1
 3893        +     4168467     4169240          774        1
 3894        +     4169280     4170344         1065        1
 3895        +     4170354     4171025          672        1
 3896        +     4171068     4171658          591        1
 3897        +     4171845     4172117          273        1
 3898        +     4172190     4172825          636        1
 3899        -     4172827     4173252          426        1
 3900        +     4173490     4174887         1398        1
 3901        +     4174884     4176209         1326        1
 3902        -     4176206     4177495         1290        1
 3903        -     4177507     4179096         1590        1
 3904        +     4184798     4185181          384        1
 3905        -     4185244     4185687          444        1
 3906        +     4185844     4186773          930        1
 3907        +     4187042     4188643         1602        1
 3908        +     4188658     4189977         1320        1
 3909        +     4190160     4191896         1737        1
 3910        -     4191865     4194051         2187        1
 3911        -     4194368     4195231          864        1
 3912        +     4195392     4199075         3684        1
 3913        +     4199295     4200926         1632        1
 3914        -     4201017     4201706          690        1
 3915        +     4201918     4202790          873        1
 3916        -     4202923     4203195          273        1
 3917        -     4203448     4204797         1350        1
 3918        +     4205322     4206971         1650        1
 3919        -     4207094     4207597          504        1
 3920        +     4208247     4208489          243        1
 3921        +     4208573     4209241          669        1
 3922        +     4209238     4209975          738        1
 3923        +     4209975     4212071         2097        1
 3924        -     4212118     4212396          279        1
 3925        +     4212666     4213076          411        1
 3926        -     4213120     4214595         1476        1
 3927        -     4214967     4215857          891        1
 3928        -     4215872     4217431         1560        1
 3929        -     4217570     4218760         1191        1
 3930        +     4219059     4220240         1182        1
 3931        +     4220312     4221652         1341        1
 3932        +     4221895     4222815          921        1
 3933        +     4223296     4224624         1329        1
